0.134637268,0.153219472,0.37379613,0
0.113702693,0.168075039,0.37379613,0
0.136463452,0.13399525,0.284729437,0
0.049578544,0.110860994,0.247892719,0
0.165241473,0.173529202,0.391782824,0
0.117300032,0.175080078,0.391782824,0
0.077003791,0.126020437,0.263381063,0
0.027932093,0.033531263,0.067094269,0
0,0,0,1
0.204475714,0.219252933,0.487427525,0
0.121856881,0.243713763,0.487427525,1
0.0493942,0.074764027,0.196611388,0
0.149961506,0.219338057,0.642152498,0
0.0493942,0.074764027,0.196611388,0
0.081857991,0.117480099,0.280555402,0
0.081857991,0.117480099,0.280555402,0
0.176650099,0.228102166,0.642152498,0
0.066294445,0.092773143,0.209937492,0
0.042397373,0.063141678,0.164316776,0
0,0,0,1
0.062493361,0.118513944,0.295560454,0
0.030094259,0.04712718,0.101165844,0
0.07553912,0.1850323,0.453234721,0
0.07553912,0.1850323,0.453234721,0
0,0,0,1
0.06612105,0.119464263,0.295560454,0
0,0,0,1
